"dayspringdesk.xyz","AnalysisoftheattackactivitiesoftheMahacaogroupagainstPakistan","https://ti.qianxin.com/blog/articles/analysis-of-the-attack-activities-of-patchwork-using-the-documents-of-relevant-government-agencies-in-pakistan-as-bait/"
"polvcrit.info","AHitismadeSuspectedIndiabasedSidewinderAPTsuccessfullycyberattacksPakistanmilitaryfocusedtargets","https://blog.checkpoint.com/2022/07/13/a-hit-is-made-suspected-india-based-sidewinder-apt-successfully-cyber-attacks-pakistan-military-focused-targets/"
"bgevin.live","AHitismadeSuspectedIndiabasedSidewinderAPTsuccessfullycyberattacksPakistanmilitaryfocusedtargets","https://blog.checkpoint.com/2022/07/13/a-hit-is-made-suspected-india-based-sidewinder-apt-successfully-cyber-attacks-pakistan-military-focused-targets/"
"bot.statusupdate.one","AnAnalysisofInfrastructurelinkedtotheHaggaThreatActor","https://team-cymru.com/blog/2022/07/12/an-analysis-of-infrastructure-linked-to-the-hagga-threat-actor/"
"mobibagugu.duckdns.org","AnAnalysisofInfrastructurelinkedtotheHaggaThreatActor","https://team-cymru.com/blog/2022/07/12/an-analysis-of-infrastructure-linked-to-the-hagga-threat-actor/"
"update.newbotv4.monster","AnAnalysisofInfrastructurelinkedtotheHaggaThreatActor","https://team-cymru.com/blog/2022/07/12/an-analysis-of-infrastructure-linked-to-the-hagga-threat-actor/"
"newbotv4.monster","AnAnalysisofInfrastructurelinkedtotheHaggaThreatActor","https://team-cymru.com/blog/2022/07/12/an-analysis-of-infrastructure-linked-to-the-hagga-threat-actor/"
"cdec22.duckdns.org","AnAnalysisofInfrastructurelinkedtotheHaggaThreatActor","https://team-cymru.com/blog/2022/07/12/an-analysis-of-infrastructure-linked-to-the-hagga-threat-actor/"
"microsoftiswear.duckdns.org","AnAnalysisofInfrastructurelinkedtotheHaggaThreatActor","https://team-cymru.com/blog/2022/07/12/an-analysis-of-infrastructure-linked-to-the-hagga-threat-actor/"
"mobibanewdan.duckdns.org","AnAnalysisofInfrastructurelinkedtotheHaggaThreatActor","https://team-cymru.com/blog/2022/07/12/an-analysis-of-infrastructure-linked-to-the-hagga-threat-actor/"
"mubbibun.duckdns.org","AnAnalysisofInfrastructurelinkedtotheHaggaThreatActor","https://team-cymru.com/blog/2022/07/12/an-analysis-of-infrastructure-linked-to-the-hagga-threat-actor/"
"bakuzamokala.duckdns.org","AnAnalysisofInfrastructurelinkedtotheHaggaThreatActor","https://team-cymru.com/blog/2022/07/12/an-analysis-of-infrastructure-linked-to-the-hagga-threat-actor/"
"vncgoga.duckdns.org","AnAnalysisofInfrastructurelinkedtotheHaggaThreatActor","https://team-cymru.com/blog/2022/07/12/an-analysis-of-infrastructure-linked-to-the-hagga-threat-actor/"
"mobinomomuam.duckdns.org","AnAnalysisofInfrastructurelinkedtotheHaggaThreatActor","https://team-cymru.com/blog/2022/07/12/an-analysis-of-infrastructure-linked-to-the-hagga-threat-actor/"
"workflowstatus.live","AnAnalysisofInfrastructurelinkedtotheHaggaThreatActor","https://team-cymru.com/blog/2022/07/12/an-analysis-of-infrastructure-linked-to-the-hagga-threat-actor/"
"abotherrdpajq.duckdns.org","AnAnalysisofInfrastructurelinkedtotheHaggaThreatActor","https://team-cymru.com/blog/2022/07/12/an-analysis-of-infrastructure-linked-to-the-hagga-threat-actor/"
"heavy-dutyindustry.shop","AnAnalysisofInfrastructurelinkedtotheHaggaThreatActor","https://team-cymru.com/blog/2022/07/12/an-analysis-of-infrastructure-linked-to-the-hagga-threat-actor/"
"mohbeebnew.duckdns.org","AnAnalysisofInfrastructurelinkedtotheHaggaThreatActor","https://team-cymru.com/blog/2022/07/12/an-analysis-of-infrastructure-linked-to-the-hagga-threat-actor/"
"statusupdate.one","AnAnalysisofInfrastructurelinkedtotheHaggaThreatActor","https://team-cymru.com/blog/2022/07/12/an-analysis-of-infrastructure-linked-to-the-hagga-threat-actor/"
"update.newbotv2.monster","AnAnalysisofInfrastructurelinkedtotheHaggaThreatActor","https://team-cymru.com/blog/2022/07/12/an-analysis-of-infrastructure-linked-to-the-hagga-threat-actor/"
"warnonmobina.duckdns.org","AnAnalysisofInfrastructurelinkedtotheHaggaThreatActor","https://team-cymru.com/blog/2022/07/12/an-analysis-of-infrastructure-linked-to-the-hagga-threat-actor/"
"ajorinryeso.xyz","ChromeLoaderNewStubbornMalwareCampaign","https://unit42.paloaltonetworks.com/chromeloader-malware/"
"ktyouexpec.xyz","ChromeLoaderNewStubbornMalwareCampaign","https://unit42.paloaltonetworks.com/chromeloader-malware/"
"ngwitheaam.xyz","ChromeLoaderNewStubbornMalwareCampaign","https://unit42.paloaltonetworks.com/chromeloader-malware/"
"ukseseem.xyz","ChromeLoaderNewStubbornMalwareCampaign","https://unit42.paloaltonetworks.com/chromeloader-malware/"
